Date,AAPL,CVX,EL,GS,HLI,JNJ,JPM,KO,MCD,META,MRK,PLTR,ULTA,UNH,XOM
2022-01-27,155.6593780517578,113.03970336914062,277.51220703125,305.192626953125,94.11957550048828,150.06649780273438,130.35289001464844,52.238887786865234,224.20037841796875,292.07513427734375,70.2201919555664,12.279999732971191,351.5799865722656,425.6966552734375,64.30368041992188
2022-01-28,166.5209503173828,109.0649185180664,282.723876953125,310.54425048828125,96.13760375976562,151.1220703125,131.5191192626953,53.281044006347656,230.82528686523438,299.08355712890625,70.4990463256836,12.710000038146973,358.8299865722656,429.80975341796875,64.44062805175781
2022-01-31,170.8714141845703,109.66615295410156,290.1691589355469,317.4081726074219,97.93447875976562,151.5619659423828,133.30430603027344,53.4299201965332,233.85377502441406,310.53302001953125,71.00448608398438,13.710000038146973,363.739990234375,435.81341552734375,65.02274322509766
2022-02-01,170.7052001953125,112.55536651611328,293.1751403808594,325.802490234375,97.83312225341797,150.3216094970703,135.59176635742188,53.035831451416016,233.43917846679688,316.2230529785156,71.38790893554688,14.199999809265137,372.32000732421875,431.9768981933594,69.1915283203125
2022-02-02,171.9076690673828,113.07312774658203,297.0373229980469,324.9075927734375,95.299072265625,151.98423767089844,134.50633239746094,53.578800201416016,236.40460205078125,320.188232421875,71.46633911132812,13.319999694824219,371.69000244140625,442.4625549316406,69.01175689697266
2022-02-03,169.033447265625,112.06270599365234,282.100341796875,321.1668701171875,94.58951568603516,151.97543334960938,133.3939971923828,53.95537185668945,234.92642211914062,235.69029235839844,68.85205078125,12.449999809265137,364.760009765625,450.7533874511719,68.20709991455078
2022-02-04,168.7495880126953,113.46556854248047,291.62103271484375,328.9705505371094,96.7734146118164,150.98135375976562,136.856689453125,53.38612747192383,234.40362548828125,235.02609252929688,68.45988464355469,12.9399995803833,365.7300109863281,445.58892822265625,69.68799591064453
2022-02-07,168.03497314453125,115.69517517089844,292.6260986328125,329.46270751953125,96.8840103149414,150.47994995117188,137.31419372558594,53.946617126464844,234.21437072753906,222.95213317871094,67.60587310791016,12.979999542236328,364.260009765625,446.0777587890625,70.52690887451172
2022-02-08,171.1380615234375,113.93318939208984,293.23101806640625,331.2077941894531,99.51941680908203,150.8758087158203,139.89773559570312,54.29691696166992,234.42164611816406,218.2633056640625,67.02202606201172,13.149999618530273,364.2300109863281,455.03240966796875,68.70357513427734
2022-02-09,172.5574188232422,115.06048583984375,297.8470153808594,335.1723327636719,104.08995056152344,150.8582000732422,140.48086547851562,53.45619583129883,234.2233123779297,229.9804229736328,66.69087982177734,13.869999885559082,376.0400085449219,459.3576965332031,68.37470245361328
2022-02-10,168.48529052734375,113.59918975830078,293.7242126464844,331.62835693359375,101.40845489501953,149.0372772216797,139.89773559570312,53.75395202636719,231.52830505371094,226.0846405029297,66.71702575683594,13.5600004196167,374.010009765625,448.8628234863281,67.7169189453125
2022-02-11,165.07875061035156,115.91226959228516,279.9132995605469,324.9075927734375,99.94330596923828,147.5330047607422,138.07667541503906,52.799373626708984,229.9870147705078,217.63882446289062,66.78675079345703,13.130000114440918,362.1700134277344,440.94091796875,69.42198181152344
2022-02-14,165.31370544433594,114.12525939941406,282.77972412109375,322.3839111328125,101.66647338867188,145.67681884765625,136.79388427734375,53.14091491699219,228.39163208007812,215.80490112304688,66.63861083984375,13.260000228881836,362.6499938964844,437.5010070800781,68.3573989868164
